"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"16:28:26,4129246","ReadyOrNotSteam-Win64-Shipping.exe","6768","Load Image","D:\ReadyOrNotNew\ReadyOrNot\Binaries\Win64\ReadyOrNotSteam-Win64-Shipping.exe","SUCCESS","Image Base: 0x13f3a0000, Image Size: 0x977a000"
"16:28:26,4129888","ReadyOrNotSteam-Win64-Shipping.exe","6768","Load Image","C:\Windows\System32\ntdll.dll","SUCCESS","Image Base: 0x774a0000, Image Size: 0x19f000"
"16:28:26,4130464","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Windows\Prefetch\READYORNOTSTEAM-WIN64-SHIPPIN-4AC37DA4.pf","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: None, AllocationSize: n/a"
"16:28:26,4133778","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Windows\System32\verifier.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4135007","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Windows\System32\verifier.dll","SUCCESS","Desired Access: Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4136854","ReadyOrNotSteam-Win64-Shipping.exe","6768","Load Image","C:\Windows\System32\verifier.dll","SUCCESS","Image Base: 0x7fecf050000, Image Size: 0x6e000"
"16:28:26,4149379","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","D:\ReadyOrNotNew","SUCCESS","Desired Access: Execute/Traverse, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4175861","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Windows\System32\kexdll.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4176725","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Windows\System32\kexdll.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4178257","ReadyOrNotSteam-Win64-Shipping.exe","6768","Load Image","C:\Windows\System32\kexdll.dll","SUCCESS","Image Base: 0x7fecf010000, Image Size: 0x3f000"
"16:28:26,4182984","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\AppData\Local\VxKex\Logs","SUCCESS","Desired Access: Execute/Traverse, Synchronize, Disposition: OpenIf, Options: Directory, Synchronous IO Non-Alert, Attributes: N, ShareMode: Read, Write, AllocationSize: 0, OpenResult: Opened"
"16:28:26,4183677","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\AppData\Local\VxKex\Logs\ReadyOrNotSteam-Win64-Shipping-00134183213064194001-6768.vxl","SUCCESS","Desired Access: Generic Read/Write, Disposition: OverwriteIf, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, Delete, AllocationSize: 39.012, OpenResult: Created"
"16:28:26,4195923","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Windows\SysWOW64\ntdll.dll","SUCCESS","Desired Access: Generic Read/Execute, Disposition: Open, Options: , Attributes: n/a, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4211042","ReadyOrNotSteam-Win64-Shipping.exe","6768","Load Image","C:\Windows\System32\kernel32.dll","SUCCESS","Image Base: 0x77380000, Image Size: 0x11f000"
"16:28:26,4212889","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Program Files\VxKex\Kex64\kxnt.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4214097","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Program Files\VxKex\Kex64\kxnt.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4215831","ReadyOrNotSteam-Win64-Shipping.exe","6768","Load Image","C:\Program Files\VxKex\Kex64\kxnt.dll","SUCCESS","Image Base: 0x7fecef80000, Image Size: 0x21000"
"16:28:26,4220616","ReadyOrNotSteam-Win64-Shipping.exe","6768","Load Image","C:\Windows\System32\KernelBase.dll","SUCCESS","Image Base: 0x7fefd450000, Image Size: 0x6a000"
"16:28:26,4233046","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Program Files\VxKex\Kex64\XINPUT1_3.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:28:26,4235033","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Windows\System32\XINPUT1_3.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4235920","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Windows\System32\XINPUT1_3.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4237319","ReadyOrNotSteam-Win64-Shipping.exe","6768","Load Image","C:\Windows\System32\XINPUT1_3.dll","SUCCESS","Image Base: 0xe0000, Image Size: 0x1e000"
"16:28:26,4239743","ReadyOrNotSteam-Win64-Shipping.exe","6768","Load Image","C:\Windows\System32\advapi32.dll","SUCCESS","Image Base: 0x7fefec90000, Image Size: 0xdb000"
"16:28:26,4241466","ReadyOrNotSteam-Win64-Shipping.exe","6768","Load Image","C:\Windows\System32\msvcrt.dll","SUCCESS","Image Base: 0x7fefea60000, Image Size: 0x9f000"
"16:28:26,4249432","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Windows\System32\sechost.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4251378","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Windows\System32\sechost.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4256838","ReadyOrNotSteam-Win64-Shipping.exe","6768","Load Image","C:\Windows\System32\sechost.dll","SUCCESS","Image Base: 0x7feff4e0000, Image Size: 0x1f000"
"16:28:26,4259112","ReadyOrNotSteam-Win64-Shipping.exe","6768","Load Image","C:\Windows\System32\rpcrt4.dll","SUCCESS","Image Base: 0x7feff2a0000, Image Size: 0x12c000"
"16:28:26,4261688","ReadyOrNotSteam-Win64-Shipping.exe","6768","Load Image","C:\Windows\System32\setupapi.dll","SUCCESS","Image Base: 0x7fefe420000, Image Size: 0x1d7000"
"16:28:26,4262914","ReadyOrNotSteam-Win64-Shipping.exe","6768","Load Image","C:\Windows\System32\cfgmgr32.dll","SUCCESS","Image Base: 0x7fefd410000, Image Size: 0x36000"
"16:28:26,4264405","ReadyOrNotSteam-Win64-Shipping.exe","6768","Load Image","C:\Windows\System32\gdi32.dll","SUCCESS","Image Base: 0x7fefd5f0000, Image Size: 0x67000"
"16:28:26,4266692","ReadyOrNotSteam-Win64-Shipping.exe","6768","Load Image","C:\Windows\System32\user32.dll","SUCCESS","Image Base: 0x77280000, Image Size: 0xfa000"
"16:28:26,4269709","ReadyOrNotSteam-Win64-Shipping.exe","6768","Load Image","C:\Windows\System32\lpk.dll","SUCCESS","Image Base: 0x7fefea50000, Image Size: 0xe000"
"16:28:26,4271354","ReadyOrNotSteam-Win64-Shipping.exe","6768","Load Image","C:\Windows\System32\usp10.dll","SUCCESS","Image Base: 0x7feff6c0000, Image Size: 0xc9000"
"16:28:26,4272914","ReadyOrNotSteam-Win64-Shipping.exe","6768","Load Image","C:\Windows\System32\oleaut32.dll","SUCCESS","Image Base: 0x7fefe970000, Image Size: 0xd7000"
"16:28:26,4273873","ReadyOrNotSteam-Win64-Shipping.exe","6768","Load Image","C:\Windows\System32\ole32.dll","SUCCESS","Image Base: 0x7fefe6b0000, Image Size: 0x203000"
"16:28:26,4289460","ReadyOrNotSteam-Win64-Shipping.exe","6768","Load Image","C:\Windows\System32\devobj.dll","SUCCESS","Image Base: 0x7fefd5d0000, Image Size: 0x1a000"
"16:28:26,4291791","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Program Files\VxKex\Kex64\kxdx.DLL","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4293102","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Program Files\VxKex\Kex64\kxdx.DLL","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4295870","ReadyOrNotSteam-Win64-Shipping.exe","6768","Load Image","C:\Program Files\VxKex\Kex64\kxdx.DLL","SUCCESS","Image Base: 0x7fecf130000, Image Size: 0xd000"
"16:28:26,4297655","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Program Files\VxKex\Kex64\d2d1.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:28:26,4298754","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Windows\System32\d2d1.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4299611","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Windows\System32\d2d1.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4395049","ReadyOrNotSteam-Win64-Shipping.exe","6768","Load Image","C:\Windows\System32\d2d1.dll","SUCCESS","Image Base: 0x7fec23a0000, Image Size: 0x3c4000"
"16:28:26,4398878","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Program Files\VxKex\Kex64\dxgi.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:28:26,4400059","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Windows\System32\dxgi.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4401022","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Windows\System32\dxgi.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4413858","ReadyOrNotSteam-Win64-Shipping.exe","6768","Load Image","C:\Windows\System32\dxgi.dll","SUCCESS","Image Base: 0x7fef3a30000, Image Size: 0x5d000"
"16:28:26,4416585","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Program Files\VxKex\Kex64\VERSION.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:28:26,4417783","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Windows\System32\VERSION.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4418698","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Windows\System32\VERSION.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4454152","ReadyOrNotSteam-Win64-Shipping.exe","6768","Load Image","C:\Windows\System32\version.dll","SUCCESS","Image Base: 0x7fefc460000, Image Size: 0xc000"
"16:28:26,4456559","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Program Files\VxKex\Kex64\dwmapi.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:28:26,4457763","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Windows\System32\dwmapi.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4458709","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Windows\System32\dwmapi.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4460651","ReadyOrNotSteam-Win64-Shipping.exe","6768","Load Image","C:\Windows\System32\dwmapi.dll","SUCCESS","Image Base: 0x7fefaba0000, Image Size: 0x18000"
"16:28:26,4462900","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Program Files\VxKex\Kex64\d3d11.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:28:26,4463985","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Windows\System32\d3d11.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4464883","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Windows\System32\d3d11.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4468839","ReadyOrNotSteam-Win64-Shipping.exe","6768","Load Image","C:\Windows\System32\d3d11.dll","SUCCESS","Image Base: 0x7feed880000, Image Size: 0x1d5000"
"16:28:26,4471607","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Program Files\VxKex\Kex64\DSOUND.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:28:26,4473299","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Windows\System32\DSOUND.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4474303","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Windows\System32\DSOUND.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4477549","ReadyOrNotSteam-Win64-Shipping.exe","6768","Load Image","C:\Windows\System32\dsound.dll","SUCCESS","Image Base: 0x7feeba40000, Image Size: 0x88000"
"16:28:26,4481061","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Program Files\VxKex\Kex64\WINMM.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:28:26,4483023","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Windows\System32\WINMM.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4483938","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Windows\System32\WINMM.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4485764","ReadyOrNotSteam-Win64-Shipping.exe","6768","Load Image","C:\Windows\System32\winmm.dll","SUCCESS","Image Base: 0x7fef8650000, Image Size: 0x3b000"
"16:28:26,4488208","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Program Files\VxKex\Kex64\POWRPROF.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:28:26,4489361","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Windows\System32\POWRPROF.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4490272","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Windows\System32\POWRPROF.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4493016","ReadyOrNotSteam-Win64-Shipping.exe","6768","Load Image","C:\Windows\System32\powrprof.dll","SUCCESS","Image Base: 0x7fefb2c0000, Image Size: 0x2c000"
"16:28:26,4495771","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Program Files\VxKex\Kex64\kxnet.DLL","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4497358","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Program Files\VxKex\Kex64\kxnet.DLL","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4499266","ReadyOrNotSteam-Win64-Shipping.exe","6768","Load Image","C:\Program Files\VxKex\Kex64\kxnet.DLL","SUCCESS","Image Base: 0x7fecee70000, Image Size: 0xd000"
"16:28:26,4501191","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Program Files\VxKex\Kex64\DNSAPI.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:28:26,4502355","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Windows\System32\DNSAPI.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4503348","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Windows\System32\DNSAPI.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4505648","ReadyOrNotSteam-Win64-Shipping.exe","6768","Load Image","C:\Windows\System32\dnsapi.dll","SUCCESS","Image Base: 0x7fefc800000, Image Size: 0x5b000"
"16:28:26,4510187","ReadyOrNotSteam-Win64-Shipping.exe","6768","Load Image","C:\Windows\System32\ws2_32.dll","SUCCESS","Image Base: 0x7fefe920000, Image Size: 0x4d000"
"16:28:26,4511921","ReadyOrNotSteam-Win64-Shipping.exe","6768","Load Image","C:\Windows\System32\nsi.dll","SUCCESS","Image Base: 0x7fefe600000, Image Size: 0x8000"
"16:28:26,4514734","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Program Files\VxKex\Kex64\kxbase.DLL","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4515717","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Program Files\VxKex\Kex64\kxbase.DLL","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4517771","ReadyOrNotSteam-Win64-Shipping.exe","6768","Load Image","C:\Program Files\VxKex\Kex64\kxbase.DLL","SUCCESS","Image Base: 0x7fece6c0000, Image Size: 0x28000"
"16:28:26,4524410","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Program Files\VxKex\Kex64\kxuser.DLL","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4526362","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Program Files\VxKex\Kex64\kxuser.DLL","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4527724","ReadyOrNotSteam-Win64-Shipping.exe","6768","Load Image","C:\Program Files\VxKex\Kex64\kxuser.DLL","SUCCESS","Image Base: 0x7fecd7e0000, Image Size: 0x1e000"
"16:28:26,4529348","ReadyOrNotSteam-Win64-Shipping.exe","6768","Load Image","C:\Windows\System32\shell32.dll","SUCCESS","Image Base: 0x7fefd690000, Image Size: 0xd8a000"
"16:28:26,4531918","ReadyOrNotSteam-Win64-Shipping.exe","6768","Load Image","C:\Windows\System32\shlwapi.dll","SUCCESS","Image Base: 0x7feff500000, Image Size: 0x71000"
"16:28:26,4535338","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Program Files\VxKex\Kex64\KxMi.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4536365","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Program Files\VxKex\Kex64\KxMi.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4540731","ReadyOrNotSteam-Win64-Shipping.exe","6768","Load Image","C:\Program Files\VxKex\Kex64\KxMi.dll","SUCCESS","Image Base: 0x7feebe20000, Image Size: 0x9000"
"16:28:26,4547475","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Program Files\VxKex\Kex64\kxadvapi.DLL","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4548734","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Program Files\VxKex\Kex64\kxadvapi.DLL","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4550564","ReadyOrNotSteam-Win64-Shipping.exe","6768","Load Image","C:\Program Files\VxKex\Kex64\kxadvapi.DLL","SUCCESS","Image Base: 0x7fecee80000, Image Size: 0x11000"
"16:28:26,4553478","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Program Files\VxKex\Kex64\kxcom.DLL","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4554823","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Program Files\VxKex\Kex64\kxcom.DLL","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4556844","ReadyOrNotSteam-Win64-Shipping.exe","6768","Load Image","C:\Program Files\VxKex\Kex64\kxcom.DLL","SUCCESS","Image Base: 0x7fee86f0000, Image Size: 0x10000"
"16:28:26,4559164","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Program Files\VxKex\Kex64\IPHLPAPI.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:28:26,4560287","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Windows\System32\IPHLPAPI.DLL","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4561441","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Windows\System32\IPHLPAPI.DLL","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
