"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"16:28:26,9231376","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\AppData\Local\Unreal Engine\Engine\Config\UserDeviceProfiles.ini","PATH NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:28:26,9232004","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\Documents\Unreal Engine\Engine\Config\UserDeviceProfiles.ini","PATH NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:28:26,9234328","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\AppData\Local\ReadyOrNot\Saved\Config\Windows\DeviceProfiles.ini","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,9240079","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\AppData\Local\ReadyOrNot\Saved\Config\Windows\DeviceProfiles.ini","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,9294107","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\AppData\Local\Unreal Engine\Engine\Config\UserGameUserSettings.ini","PATH NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:28:26,9294670","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\Documents\Unreal Engine\Engine\Config\UserGameUserSettings.ini","PATH NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:28:26,9296609","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\AppData\Local\ReadyOrNot\Saved\Config\Windows\GameUserSettings.ini","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,9297957","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\AppData\Local\ReadyOrNot\Saved\Config\Windows\GameUserSettings.ini","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,9329087","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\AppData\Local\Unreal Engine\Engine\Config\UserScalability.ini","PATH NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:28:26,9329633","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\Documents\Unreal Engine\Engine\Config\UserScalability.ini","PATH NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:28:26,9331572","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\AppData\Local\ReadyOrNot\Saved\Config\Windows\Scalability.ini","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,9332865","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\AppData\Local\ReadyOrNot\Saved\Config\Windows\Scalability.ini","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,9356896","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\AppData\Local\Unreal Engine\Engine\Config\UserRuntimeOptions.ini","PATH NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:28:26,9357497","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\Documents\Unreal Engine\Engine\Config\UserRuntimeOptions.ini","PATH NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:28:26,9359531","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\AppData\Local\ReadyOrNot\Saved\Config\Windows\RuntimeOptions.ini","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,9360914","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\AppData\Local\ReadyOrNot\Saved\Config\Windows\RuntimeOptions.ini","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,9383272","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\AppData\Local\Unreal Engine\Engine\Config\UserInstallBundle.ini","PATH NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:28:26,9383812","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\Documents\Unreal Engine\Engine\Config\UserInstallBundle.ini","PATH NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:28:26,9385788","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\AppData\Local\ReadyOrNot\Saved\Config\Windows\InstallBundle.ini","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,9387061","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\AppData\Local\ReadyOrNot\Saved\Config\Windows\InstallBundle.ini","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,9409088","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\AppData\Local\Unreal Engine\Engine\Config\UserHardware.ini","PATH NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:28:26,9409621","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\Documents\Unreal Engine\Engine\Config\UserHardware.ini","PATH NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:28:26,9411454","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\AppData\Local\ReadyOrNot\Saved\Config\Windows\Hardware.ini","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,9413184","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\AppData\Local\ReadyOrNot\Saved\Config\Windows\Hardware.ini","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,9435905","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\AppData\Local\Unreal Engine\Engine\Config\UserGameplayTags.ini","PATH NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:28:26,9436471","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\Documents\Unreal Engine\Engine\Config\UserGameplayTags.ini","PATH NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:28:26,9438355","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\AppData\Local\ReadyOrNot\Saved\Config\Windows\GameplayTags.ini","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,9439642","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\AppData\Local\ReadyOrNot\Saved\Config\Windows\GameplayTags.ini","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,9467653","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\AppData\Local\Unreal Engine\Engine\Config\UserCompat.ini","PATH NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:28:26,9468178","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\Documents\Unreal Engine\Engine\Config\UserCompat.ini","PATH NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:28:26,9470008","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\AppData\Local\ReadyOrNot\Saved\Config\Windows\Compat.ini","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,9471762","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\AppData\Local\ReadyOrNot\Saved\Config\Windows\Compat.ini","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,9492595","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\AppData\Local\Unreal Engine\Engine\Config\UserLightmass.ini","PATH NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:28:26,9493121","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\Documents\Unreal Engine\Engine\Config\UserLightmass.ini","PATH NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:28:26,9494977","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\AppData\Local\ReadyOrNot\Saved\Config\Windows\Lightmass.ini","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:28:26,9497598","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\AppData\Local\ReadyOrNot\Saved\Config\CrashReportClient","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,9498687","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\AppData\Local\ReadyOrNot\Saved\Config\CrashReportClient","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,9502250","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\AppData\Local\ReadyOrNot\Saved\Config\CrashReportClient\UECC-Windows-01F336C745BD7C5ADC1A279DC333D39F","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,9504517","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\AppData\Local\ReadyOrNot\Saved\Config\CrashReportClient\UECC-Windows-08E179A6411789540133F8828E6D6029","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,9508104","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\AppData\Local\ReadyOrNot\Saved\Config\CrashReportClient\UECC-Windows-0A48930049E0217C1B4373AAC405548F","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,9510350","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\AppData\Local\ReadyOrNot\Saved\Config\CrashReportClient\UECC-Windows-17A67B9349B2606CE99364BBDCE668CA","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,9512483","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\AppData\Local\ReadyOrNot\Saved\Config\CrashReportClient\UECC-Windows-21C6F44949D0544092E59780AAE34211","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,9514527","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\AppData\Local\ReadyOrNot\Saved\Config\CrashReportClient\UECC-Windows-2F456DD9406305840AEA3584D50A4FD8","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,9517517","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\AppData\Local\ReadyOrNot\Saved\Config\CrashReportClient\UECC-Windows-34A6DEE54EC80D9AE2DA888B91D84AD6","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,9519674","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\AppData\Local\ReadyOrNot\Saved\Config\CrashReportClient\UECC-Windows-4CA0690D44E2152A26654CB4C3ACB956","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,9521729","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\AppData\Local\ReadyOrNot\Saved\Config\CrashReportClient\UECC-Windows-53EC4038418094819DD6AFB6BF922EC1","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,9523742","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\AppData\Local\ReadyOrNot\Saved\Config\CrashReportClient\UECC-Windows-74A0561440B0BFE6E8A8248155C6C743","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,9525739","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\AppData\Local\ReadyOrNot\Saved\Config\CrashReportClient\UECC-Windows-781E97284864B49106F375A3AA24F5AD","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,9526739","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\AppData\Local\ReadyOrNot\Saved\Config\CrashReportClient\UECC-Windows-7CE9DFF64A85804427F58A8C04E53EDC","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,9528841","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\AppData\Local\ReadyOrNot\Saved\Config\CrashReportClient\UECC-Windows-85CF61284EC38CD3FFBA7B81F00429FF","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,9531312","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\AppData\Local\ReadyOrNot\Saved\Config\CrashReportClient\UECC-Windows-8F8E93DE4EB598D58A5F76854853B7E7","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,9533606","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\AppData\Local\ReadyOrNot\Saved\Config\CrashReportClient\UECC-Windows-94FBBB58447BE812B7C8978C85AB8B77","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,9540183","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\AppData\Local\ReadyOrNot\Saved\Config\CrashReportClient\UECC-Windows-A0DCF79A4F026803E1E7589BEDA055A0","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,9543135","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\AppData\Local\ReadyOrNot\Saved\Config\CrashReportClient\UECC-Windows-A3471C314D53CD8F7DB87B89A0D458CA","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
